Tarih,Bölge,Ülke,Şehir,Ürün Kategorisi,Ürün Adı,Satış Miktarı,Satış Geliri ($),Kâr Marjı (%),Müşteri Segmenti
2023-06-03,Asya,Hindistan,Mumbai,Giyim,Tişört,14,588,19.27,Bireysel
2023-05-09,Afrika,Mısır,Kahire,Giyim,Ayakkabı,9,4428,27.52,Kurumsal
2023-07-23,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Masa,8,1904,22.83,Kurumsal
2023-06-04,Avrupa,Fransa,Paris,Elektronik,Tablet,16,5136,18.98,Bireysel
2023-01-02,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Tablet,3,798,17.41,Bireysel
2023-03-19,Kuzey Amerika,Kanada,Toronto,Giyim,Tişört,6,2430,25.19,KOBİ
2023-11-16,Kuzey Amerika,ABD,New York,Giyim,Ceket,10,880,11.11,Kurumsal
2023-11-27,Afrika,Güney Afrika,Cape Town,Mobilya,Sandalye,10,4670,13.81,Bireysel
2023-12-12,Kuzey Amerika,ABD,New York,Mobilya,Kitaplık,3,738,10.9,KOBİ
2023-01-13,Avrupa,Almanya,Berlin,Elektronik,Laptop,1,436,25.53,Kurumsal
2023-11-21,Afrika,Güney Afrika,Cape Town,Mobilya,Dolap,15,5715,7.82,Bireysel
2023-12-08,Güney Amerika,Şili,Santiago,Elektronik,Laptop,20,1300,16.39,Bireysel
2023-02-01,Avrupa,Fransa,Paris,Giyim,Tişört,20,9180,28.97,Bireysel
2023-04-01,Kuzey Amerika,Kanada,Toronto,Elektronik,Kulaklık,9,3069,20.63,KOBİ
2023-06-23,Asya,Hindistan,Mumbai,Elektronik,Laptop,7,840,14.1,Kurumsal
2023-04-21,Avrupa,İngiltere,Londra,Mobilya,Masa,10,3070,26.38,Kurumsal
2023-10-27,Afrika,Mısır,Kahire,Mobilya,Dolap,16,6448,21.03,Bireysel
2023-12-09,Asya,Çin,Pekin,Elektronik,Telefon,1,320,11.65,Kurumsal
2023-04-16,Asya,Hindistan,Mumbai,Giyim,Ceket,19,1539,16.08,Bireysel
2023-08-08,Asya,Hindistan,Mumbai,Elektronik,Telefon,6,708,27.56,Bireysel
2023-10-27,Kuzey Amerika,ABD,New York,Giyim,Ceket,6,2580,13.61,KOBİ
2023-04-17,Kuzey Amerika,Meksika,Mexico City,Mobilya,Masa,3,894,12.09,Bireysel
2023-03-02,Avrupa,Almanya,Berlin,Mobilya,Masa,3,723,22.09,KOBİ
2023-11-22,Afrika,Nijerya,Lagos,Mobilya,Dolap,18,5004,26.57,Kurumsal
2023-04-13,Güney Amerika,Şili,Santiago,Elektronik,Telefon,15,5970,6.61,Kurumsal
2023-08-05,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Tablet,20,5540,22.71,KOBİ
2023-12-04,Asya,Japonya,Tokyo,Giyim,Ceket,19,3401,25.6,Bireysel
2023-10-26,Afrika,Güney Afrika,Cape Town,Elektronik,Tablet,14,4984,17.62,Bireysel
2023-03-15,Kuzey Amerika,ABD,New York,Elektronik,Laptop,4,276,21.05,Bireysel
2023-03-01,Kuzey Amerika,Kanada,Toronto,Elektronik,Telefon,7,3367,25.75,Kurumsal
2023-06-08,Afrika,Güney Afrika,Cape Town,Mobilya,Kitaplık,16,6560,6.01,KOBİ
2023-01-16,Kuzey Amerika,Meksika,Mexico City,Mobilya,Sandalye,15,825,13.96,Kurumsal
2023-03-14,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Telefon,5,140,27.5,Kurumsal
2023-10-04,Kuzey Amerika,ABD,New York,Mobilya,Sandalye,20,9360,24.15,Kurumsal
2023-08-25,Asya,Çin,Pekin,Mobilya,Dolap,1,162,24.79,KOBİ
2023-08-18,Asya,Hindistan,Mumbai,Elektronik,Kulaklık,20,9660,15.94,Bireysel
2023-11-23,Kuzey Amerika,Meksika,Mexico City,Mobilya,Dolap,6,714,9.95,Kurumsal
2023-07-23,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Dolap,16,7776,21.0,KOBİ
2023-07-28,Avrupa,Almanya,Berlin,Giyim,Tişört,16,6688,9.01,Kurumsal
2023-11-22,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Kulaklık,16,5136,26.89,KOBİ
2023-04-21,Afrika,Mısır,Kahire,Mobilya,Masa,9,513,26.84,Bireysel
2023-03-15,Güney Amerika,Şili,Santiago,Elektronik,Tablet,12,576,29.22,Kurumsal
2023-04-14,Afrika,Mısır,Kahire,Elektronik,Tablet,5,1610,27.09,Bireysel
2023-05-31,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Sandalye,4,68,7.5,KOBİ
2023-04-06,Avrupa,Fransa,Paris,Mobilya,Sandalye,6,1314,17.54,Bireysel
2023-10-19,Güney Amerika,Arjantin,Buenos Aires,Giyim,Pantolon,9,3042,12.59,KOBİ
2023-09-05,Afrika,Mısır,Kahire,Elektronik,Tablet,6,900,9.14,Bireysel
2023-06-29,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Masa,15,2295,25.21,Bireysel
2023-08-27,Kuzey Amerika,Meksika,Mexico City,Elektronik,Laptop,15,5025,29.39,Kurumsal
2023-09-06,Asya,Hindistan,Mumbai,Giyim,Pantolon,1,369,8.25,KOBİ
2023-04-15,Avrupa,İngiltere,Londra,Mobilya,Sandalye,3,138,8.37,Bireysel
2023-07-27,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Dolap,13,1222,8.96,Bireysel
2023-01-17,Kuzey Amerika,Meksika,Mexico City,Mobilya,Sandalye,14,4732,21.52,KOBİ
2023-02-03,Kuzey Amerika,Kanada,Toronto,Mobilya,Dolap,15,1095,17.71,Bireysel
2023-03-07,Asya,Çin,Pekin,Giyim,Ayakkabı,12,4968,18.14,Kurumsal
2023-09-29,Afrika,Mısır,Kahire,Giyim,Pantolon,19,8208,11.44,Bireysel
2023-10-09,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Tablet,20,8380,20.43,Kurumsal
2023-06-05,Güney Amerika,Şili,Santiago,Mobilya,Sandalye,1,73,20.97,Bireysel
2023-05-12,Kuzey Amerika,ABD,New York,Elektronik,Laptop,4,1532,12.47,Kurumsal
2023-07-26,Afrika,Mısır,Kahire,Giyim,Ceket,4,688,19.07,Kurumsal
2023-05-13,Afrika,Nijerya,Lagos,Mobilya,Dolap,12,1068,21.75,KOBİ
2023-02-17,Asya,Çin,Pekin,Giyim,Tişört,3,792,6.47,KOBİ
2023-03-02,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Telefon,4,640,11.33,KOBİ
2023-02-24,Afrika,Mısır,Kahire,Giyim,Ceket,5,560,13.33,Kurumsal
2023-06-13,Asya,Çin,Pekin,Giyim,Ayakkabı,8,2224,16.01,Bireysel
2023-05-30,Asya,Japonya,Tokyo,Giyim,Ceket,4,420,22.75,KOBİ
2023-05-08,Avrupa,İngiltere,Londra,Mobilya,Masa,11,4037,19.37,KOBİ
2023-01-07,Avrupa,Almanya,Berlin,Mobilya,Kitaplık,3,1332,12.33,Bireysel
2023-03-19,Asya,Çin,Pekin,Elektronik,Tablet,13,2964,19.85,KOBİ
2023-04-16,Asya,Japonya,Tokyo,Giyim,Pantolon,10,3000,14.31,Kurumsal
2023-05-14,Avrupa,Almanya,Berlin,Mobilya,Kitaplık,4,548,24.9,Bireysel
2023-10-02,Asya,Çin,Pekin,Mobilya,Sandalye,19,1045,14.71,KOBİ
2023-07-17,Asya,Japonya,Tokyo,Giyim,Ceket,1,135,24.38,KOBİ
2023-08-24,Güney Amerika,Arjantin,Buenos Aires,Giyim,Tişört,6,912,14.42,Bireysel
2023-01-30,Asya,Japonya,Tokyo,Mobilya,Kitaplık,3,525,28.94,Bireysel
2023-11-25,Asya,Çin,Pekin,Giyim,Tişört,5,1845,7.31,KOBİ
2023-09-14,Avrupa,Fransa,Paris,Mobilya,Dolap,6,1134,16.27,Bireysel
2023-02-01,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Masa,15,4125,23.32,Bireysel
2023-10-26,Afrika,Mısır,Kahire,Mobilya,Sandalye,5,2295,16.09,KOBİ
2023-09-11,Avrupa,Almanya,Berlin,Mobilya,Sandalye,9,1305,20.72,Kurumsal
2023-06-02,Asya,Hindistan,Mumbai,Mobilya,Kitaplık,7,497,17.67,KOBİ
2023-08-22,Güney Amerika,Şili,Santiago,Mobilya,Dolap,12,828,13.5,Bireysel
2023-12-27,Asya,Japonya,Tokyo,Giyim,Ceket,8,3328,7.44,Bireysel
2023-03-19,Afrika,Mısır,Kahire,Mobilya,Kitaplık,12,4692,6.48,KOBİ
2023-03-06,Afrika,Güney Afrika,Cape Town,Mobilya,Dolap,10,3810,20.02,KOBİ
2023-12-11,Avrupa,İngiltere,Londra,Mobilya,Dolap,17,6409,9.34,Bireysel
2023-03-20,Avrupa,Almanya,Berlin,Elektronik,Kulaklık,20,7760,14.65,KOBİ
2023-09-06,Asya,Japonya,Tokyo,Mobilya,Sandalye,14,3360,17.83,Bireysel
2023-12-18,Güney Amerika,Şili,Santiago,Elektronik,Tablet,8,1120,26.38,KOBİ
2023-11-02,Avrupa,İngiltere,Londra,Mobilya,Masa,10,3460,9.91,Bireysel
2023-01-08,Avrupa,İngiltere,Londra,Mobilya,Dolap,9,2763,24.38,Kurumsal
2023-05-28,Asya,Çin,Pekin,Elektronik,Kulaklık,18,6444,21.66,Bireysel
2023-12-01,Avrupa,Fransa,Paris,Giyim,Ceket,5,1325,6.99,Kurumsal
2023-10-04,Asya,Japonya,Tokyo,Mobilya,Dolap,8,1472,19.11,Bireysel
2023-02-19,Asya,Japonya,Tokyo,Elektronik,Kulaklık,17,3298,9.06,KOBİ
2023-05-25,Avrupa,Fransa,Paris,Mobilya,Dolap,9,1377,17.28,Bireysel
2023-12-20,Afrika,Nijerya,Lagos,Giyim,Tişört,19,6232,19.51,Kurumsal
2023-05-24,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Laptop,10,4100,14.13,KOBİ
2023-07-20,Kuzey Amerika,Kanada,Toronto,Giyim,Ayakkabı,16,576,22.44,Kurumsal
2023-03-31,Kuzey Amerika,Meksika,Mexico City,Mobilya,Masa,4,1176,5.35,Bireysel
2023-12-11,Asya,Hindistan,Mumbai,Giyim,Tişört,19,7809,11.55,Bireysel
2023-02-06,Asya,Japonya,Tokyo,Elektronik,Telefon,12,3228,13.68,Bireysel
2023-12-07,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Kulaklık,14,294,23.81,Kurumsal
2023-10-13,Avrupa,İngiltere,Londra,Giyim,Ceket,14,6888,26.36,Bireysel
2023-10-30,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Sandalye,18,6426,17.11,Bireysel
2023-02-06,Asya,Çin,Pekin,Mobilya,Dolap,20,8700,5.16,KOBİ
2023-12-23,Afrika,Güney Afrika,Cape Town,Giyim,Ceket,7,1883,14.77,Kurumsal
2023-04-24,Afrika,Nijerya,Lagos,Giyim,Tişört,15,1725,28.23,KOBİ
2023-08-29,Kuzey Amerika,Kanada,Toronto,Giyim,Ceket,13,4017,17.68,KOBİ
2023-08-17,Afrika,Mısır,Kahire,Giyim,Pantolon,19,3078,26.48,Bireysel
2023-06-27,Güney Amerika,Şili,Santiago,Elektronik,Telefon,1,431,17.25,KOBİ
2023-06-25,Kuzey Amerika,Kanada,Toronto,Giyim,Tişört,10,1760,21.26,Bireysel
2023-09-16,Asya,Hindistan,Mumbai,Elektronik,Telefon,7,98,29.36,Bireysel
2023-05-27,Afrika,Güney Afrika,Cape Town,Mobilya,Kitaplık,10,3390,7.17,Bireysel
2023-03-26,Avrupa,Almanya,Berlin,Mobilya,Dolap,16,7904,14.58,Bireysel
2023-12-10,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Masa,16,1968,15.18,KOBİ
2023-01-20,Asya,Çin,Pekin,Elektronik,Telefon,4,940,8.27,Kurumsal
2023-08-27,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Tablet,17,6171,20.79,Bireysel
2023-09-13,Güney Amerika,Arjantin,Buenos Aires,Giyim,Ceket,5,430,13.88,KOBİ
2023-10-29,Afrika,Güney Afrika,Cape Town,Mobilya,Masa,7,3353,22.7,KOBİ
2023-07-02,Afrika,Mısır,Kahire,Giyim,Tişört,12,4812,10.2,KOBİ
2023-10-18,Avrupa,İngiltere,Londra,Giyim,Tişört,10,4510,19.34,KOBİ
2023-01-12,Afrika,Nijerya,Lagos,Mobilya,Dolap,17,7922,22.25,KOBİ
2023-05-19,Kuzey Amerika,Kanada,Toronto,Elektronik,Kulaklık,18,5850,18.3,KOBİ
2023-08-13,Avrupa,Fransa,Paris,Elektronik,Tablet,8,2832,13.63,KOBİ
2023-11-01,Afrika,Mısır,Kahire,Mobilya,Dolap,9,378,27.47,Bireysel
2023-06-14,Asya,Japonya,Tokyo,Elektronik,Tablet,10,3620,14.53,Kurumsal
2023-11-19,Asya,Çin,Pekin,Mobilya,Masa,8,1360,16.52,Bireysel
2023-03-05,Afrika,Mısır,Kahire,Elektronik,Kulaklık,11,1551,11.21,Kurumsal
2023-11-07,Kuzey Amerika,Kanada,Toronto,Elektronik,Telefon,16,6016,22.34,Kurumsal
2023-11-03,Afrika,Nijerya,Lagos,Mobilya,Kitaplık,17,6783,27.76,KOBİ
2023-02-16,Afrika,Nijerya,Lagos,Giyim,Ayakkabı,16,1472,10.88,Bireysel
2023-05-10,Avrupa,Fransa,Paris,Giyim,Ceket,15,2925,14.86,KOBİ
2023-09-27,Avrupa,Almanya,Berlin,Mobilya,Sandalye,17,7803,16.58,Kurumsal
2023-10-25,Güney Amerika,Arjantin,Buenos Aires,Giyim,Ceket,19,8455,16.03,Kurumsal
2023-12-16,Güney Amerika,Şili,Santiago,Elektronik,Kulaklık,12,3132,8.15,Bireysel
2023-01-18,Avrupa,İngiltere,Londra,Giyim,Pantolon,11,5203,12.27,Bireysel
2023-05-10,Afrika,Mısır,Kahire,Giyim,Tişört,10,3180,28.75,Kurumsal
2023-09-10,Avrupa,İngiltere,Londra,Mobilya,Sandalye,10,830,20.63,Bireysel
2023-03-05,Avrupa,Almanya,Berlin,Giyim,Ceket,9,2961,21.82,Bireysel
2023-06-26,Afrika,Güney Afrika,Cape Town,Giyim,Ayakkabı,3,1392,25.46,Bireysel
2023-11-21,Kuzey Amerika,Meksika,Mexico City,Elektronik,Laptop,5,1845,13.97,KOBİ
2023-12-25,Kuzey Amerika,ABD,New York,Elektronik,Tablet,17,1309,14.52,KOBİ
2023-01-16,Asya,Çin,Pekin,Elektronik,Tablet,19,1577,10.19,KOBİ
2023-07-07,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Kitaplık,16,800,19.81,KOBİ
2023-03-15,Asya,Japonya,Tokyo,Mobilya,Masa,3,546,22.16,KOBİ
2023-06-25,Avrupa,Fransa,Paris,Elektronik,Telefon,18,4284,14.63,Bireysel
2023-02-13,Asya,Çin,Pekin,Giyim,Tişört,4,1760,12.03,Bireysel
2023-08-14,Afrika,Güney Afrika,Cape Town,Elektronik,Telefon,19,5453,23.88,Kurumsal
2023-12-12,Asya,Çin,Pekin,Elektronik,Kulaklık,4,1344,8.1,Bireysel
2023-07-20,Asya,Hindistan,Mumbai,Elektronik,Tablet,4,1960,17.74,Kurumsal
2023-12-31,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Tablet,11,418,18.07,KOBİ
2023-11-27,Afrika,Nijerya,Lagos,Elektronik,Kulaklık,6,462,8.64,Bireysel
2023-08-06,Güney Amerika,Arjantin,Buenos Aires,Giyim,Pantolon,4,1464,29.59,Bireysel
2023-01-17,Kuzey Amerika,Meksika,Mexico City,Elektronik,Kulaklık,5,1780,9.86,Bireysel
2023-12-29,Avrupa,Fransa,Paris,Giyim,Ayakkabı,7,1883,22.64,Bireysel
2024-01-01,Güney Amerika,Arjantin,Buenos Aires,Giyim,Tişört,10,1860,23.5,Kurumsal
2023-06-01,Kuzey Amerika,Kanada,Toronto,Giyim,Ayakkabı,2,802,26.43,Kurumsal
2023-12-01,Kuzey Amerika,Meksika,Mexico City,Giyim,Ceket,16,1072,16.01,Kurumsal
2023-03-26,Güney Amerika,Brezilya,Sao Paulo,Giyim,Pantolon,3,162,13.6,KOBİ
2023-05-20,Güney Amerika,Şili,Santiago,Mobilya,Kitaplık,9,2322,14.08,Kurumsal
2023-08-28,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Masa,4,1952,6.75,Kurumsal
2023-09-26,Güney Amerika,Brezilya,Sao Paulo,Giyim,Tişört,6,1374,21.38,Kurumsal
2023-10-08,Avrupa,İngiltere,Londra,Mobilya,Masa,14,4774,27.23,Bireysel
2023-09-30,Avrupa,İngiltere,Londra,Giyim,Tişört,5,2325,17.69,Kurumsal
2023-11-09,Afrika,Güney Afrika,Cape Town,Mobilya,Sandalye,16,7696,17.73,KOBİ
2023-10-30,Asya,Çin,Pekin,Mobilya,Sandalye,18,7722,28.3,Bireysel
2023-01-30,Avrupa,Almanya,Berlin,Giyim,Tişört,2,408,29.13,Kurumsal
2023-05-17,Güney Amerika,Arjantin,Buenos Aires,Giyim,Ceket,15,5040,5.12,Kurumsal
2023-10-02,Afrika,Nijerya,Lagos,Elektronik,Telefon,11,1309,28.56,Bireysel
2023-03-10,Afrika,Mısır,Kahire,Elektronik,Telefon,17,3111,27.47,Kurumsal
2024-01-01,Afrika,Güney Afrika,Cape Town,Giyim,Ayakkabı,19,5643,17.45,KOBİ
2023-02-27,Avrupa,Almanya,Berlin,Elektronik,Laptop,18,6750,8.11,Kurumsal
2023-11-27,Afrika,Güney Afrika,Cape Town,Mobilya,Sandalye,18,2124,18.35,Kurumsal
2023-06-21,Avrupa,Almanya,Berlin,Giyim,Ayakkabı,3,261,17.36,Bireysel
2023-09-02,Avrupa,Almanya,Berlin,Mobilya,Kitaplık,1,243,14.36,Bireysel
2023-06-18,Güney Amerika,Şili,Santiago,Elektronik,Laptop,20,5280,5.55,Kurumsal
2023-01-08,Güney Amerika,Arjantin,Buenos Aires,Giyim,Pantolon,7,2989,19.7,Bireysel
2023-11-28,Asya,Hindistan,Mumbai,Giyim,Tişört,17,6970,5.99,KOBİ
2023-04-03,Asya,Çin,Pekin,Giyim,Pantolon,4,1248,7.84,Bireysel
2023-11-23,Asya,Hindistan,Mumbai,Mobilya,Dolap,6,2826,27.31,Kurumsal
2023-01-19,Afrika,Güney Afrika,Cape Town,Mobilya,Kitaplık,16,6160,27.35,Bireysel
2023-05-15,Avrupa,İngiltere,Londra,Giyim,Ayakkabı,10,1550,14.61,Kurumsal
2023-07-22,Afrika,Nijerya,Lagos,Elektronik,Telefon,18,5184,7.79,Bireysel
2023-02-11,Kuzey Amerika,ABD,New York,Giyim,Pantolon,10,590,26.48,Kurumsal
2023-12-22,Avrupa,Almanya,Berlin,Mobilya,Masa,12,1248,26.62,KOBİ
2023-12-15,Afrika,Güney Afrika,Cape Town,Elektronik,Laptop,9,1764,9.39,Bireysel
2023-08-10,Afrika,Güney Afrika,Cape Town,Giyim,Tişört,18,3528,20.67,Bireysel
2023-12-12,Avrupa,Almanya,Berlin,Giyim,Ceket,9,927,22.98,Kurumsal
2023-12-29,Asya,Japonya,Tokyo,Mobilya,Sandalye,1,279,22.41,Bireysel
2023-09-03,Afrika,Güney Afrika,Cape Town,Giyim,Ceket,9,351,24.32,Kurumsal
2023-08-07,Asya,Hindistan,Mumbai,Giyim,Ceket,10,4480,5.1,Kurumsal
2023-07-18,Kuzey Amerika,Meksika,Mexico City,Mobilya,Sandalye,6,666,17.68,KOBİ
2023-12-26,Asya,Hindistan,Mumbai,Elektronik,Telefon,16,7152,17.87,Bireysel
2023-06-09,Asya,Japonya,Tokyo,Giyim,Tişört,14,3206,16.24,Bireysel
2023-07-09,Kuzey Amerika,ABD,New York,Mobilya,Dolap,13,702,10.98,KOBİ
2023-05-14,Asya,Hindistan,Mumbai,Elektronik,Tablet,2,348,14.37,Kurumsal
2023-09-05,Güney Amerika,Şili,Santiago,Elektronik,Telefon,18,6264,7.63,Kurumsal
2023-09-13,Avrupa,İngiltere,Londra,Elektronik,Laptop,6,1512,20.56,KOBİ
2023-06-07,Afrika,Mısır,Kahire,Mobilya,Sandalye,6,186,10.97,Bireysel
2023-10-25,Asya,Japonya,Tokyo,Giyim,Pantolon,11,3509,29.75,KOBİ
2023-07-09,Afrika,Güney Afrika,Cape Town,Elektronik,Laptop,7,1372,8.65,Bireysel
2023-01-23,Asya,Çin,Pekin,Giyim,Pantolon,15,6690,11.99,Bireysel
2023-08-06,Kuzey Amerika,Meksika,Mexico City,Elektronik,Laptop,7,3045,18.58,Kurumsal
2023-05-12,Afrika,Mısır,Kahire,Giyim,Pantolon,6,2124,11.61,KOBİ
2023-10-13,Afrika,Mısır,Kahire,Mobilya,Dolap,3,180,10.98,Bireysel
2023-01-23,Asya,Hindistan,Mumbai,Mobilya,Kitaplık,20,300,16.65,KOBİ
2023-02-02,Avrupa,Almanya,Berlin,Mobilya,Kitaplık,7,1260,16.51,Bireysel
2023-06-28,Avrupa,İngiltere,Londra,Elektronik,Laptop,17,5423,9.75,Bireysel
2023-09-12,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Telefon,20,1440,6.99,Bireysel
2023-03-24,Kuzey Amerika,Kanada,Toronto,Giyim,Tişört,16,1728,22.32,KOBİ
2023-01-19,Güney Amerika,Brezilya,Sao Paulo,Giyim,Pantolon,20,7660,21.49,Kurumsal
2023-02-27,Asya,Çin,Pekin,Elektronik,Kulaklık,7,2240,24.07,Bireysel
2023-11-02,Afrika,Güney Afrika,Cape Town,Mobilya,Sandalye,14,1470,5.59,KOBİ
2023-09-01,Güney Amerika,Şili,Santiago,Giyim,Ceket,11,3476,26.51,Kurumsal
2023-02-21,Kuzey Amerika,Meksika,Mexico City,Elektronik,Telefon,7,1449,12.93,KOBİ
2023-10-08,Avrupa,İngiltere,Londra,Giyim,Ayakkabı,20,4740,13.85,Bireysel
2023-09-01,Güney Amerika,Şili,Santiago,Elektronik,Kulaklık,19,6384,16.25,KOBİ
2023-01-09,Avrupa,Fransa,Paris,Giyim,Ceket,9,1827,21.83,Bireysel
2023-01-03,Afrika,Güney Afrika,Cape Town,Mobilya,Sandalye,7,1267,8.36,Kurumsal
2023-06-06,Afrika,Mısır,Kahire,Elektronik,Laptop,11,308,15.98,Kurumsal
2023-03-23,Asya,Japonya,Tokyo,Mobilya,Dolap,13,3471,16.02,Bireysel
2023-01-12,Avrupa,Almanya,Berlin,Elektronik,Kulaklık,14,1260,24.0,Kurumsal
2023-06-12,Avrupa,İngiltere,Londra,Elektronik,Kulaklık,4,548,27.05,Kurumsal
2023-08-26,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Laptop,11,2354,28.42,KOBİ
2023-01-15,Güney Amerika,Şili,Santiago,Mobilya,Kitaplık,16,3120,13.0,Bireysel
2023-08-01,Kuzey Amerika,ABD,New York,Giyim,Ayakkabı,10,3590,6.94,KOBİ
2023-02-04,Asya,Hindistan,Mumbai,Elektronik,Tablet,16,1424,7.16,Bireysel
2023-08-27,Kuzey Amerika,ABD,New York,Elektronik,Telefon,16,3120,13.01,Kurumsal
2023-05-14,Avrupa,Almanya,Berlin,Elektronik,Tablet,2,384,10.79,Kurumsal
2023-02-11,Asya,Japonya,Tokyo,Elektronik,Telefon,10,1550,24.45,KOBİ
2023-09-29,Asya,Çin,Pekin,Mobilya,Dolap,6,2514,7.82,Bireysel
2023-07-04,Avrupa,Fransa,Paris,Elektronik,Telefon,18,6966,6.16,Kurumsal
2023-12-23,Kuzey Amerika,ABD,New York,Mobilya,Kitaplık,15,2010,17.4,Kurumsal
2023-12-15,Asya,Çin,Pekin,Giyim,Pantolon,14,4242,17.62,KOBİ
2023-12-08,Afrika,Güney Afrika,Cape Town,Mobilya,Masa,2,360,28.16,Kurumsal
2023-10-28,Kuzey Amerika,Kanada,Toronto,Giyim,Ayakkabı,6,2088,23.0,Kurumsal
2023-07-05,Güney Amerika,Brezilya,Sao Paulo,Giyim,Tişört,3,675,17.74,KOBİ
2023-07-02,Afrika,Nijerya,Lagos,Giyim,Tişört,3,1005,8.59,Kurumsal
2023-10-11,Asya,Çin,Pekin,Giyim,Ayakkabı,19,6669,17.57,Kurumsal
2023-02-27,Avrupa,Fransa,Paris,Giyim,Pantolon,19,5928,6.7,Bireysel
2023-05-17,Afrika,Nijerya,Lagos,Mobilya,Sandalye,11,4565,12.65,Kurumsal
2023-09-28,Güney Amerika,Şili,Santiago,Mobilya,Masa,11,176,18.18,KOBİ
2023-06-07,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Kulaklık,14,1834,15.23,Bireysel
2023-03-17,Güney Amerika,Şili,Santiago,Giyim,Ceket,11,3366,19.33,KOBİ
2023-11-23,Güney Amerika,Şili,Santiago,Mobilya,Sandalye,3,1413,5.77,Bireysel
2023-09-23,Asya,Japonya,Tokyo,Giyim,Pantolon,12,3528,6.29,Kurumsal
2023-12-24,Avrupa,İngiltere,Londra,Mobilya,Sandalye,17,8007,9.14,Kurumsal
2023-08-18,Asya,Hindistan,Mumbai,Mobilya,Sandalye,12,3048,6.75,Kurumsal
2023-07-21,Kuzey Amerika,Meksika,Mexico City,Giyim,Ceket,19,8873,20.62,Bireysel
2023-05-22,Asya,Japonya,Tokyo,Giyim,Tişört,12,1068,24.94,Kurumsal
2023-02-04,Güney Amerika,Brezilya,Sao Paulo,Giyim,Ayakkabı,6,2052,12.02,Kurumsal
2023-02-08,Kuzey Amerika,Meksika,Mexico City,Giyim,Ayakkabı,16,3024,22.63,KOBİ
2023-07-24,Güney Amerika,Arjantin,Buenos Aires,Giyim,Tişört,2,808,11.19,KOBİ
2023-05-29,Asya,Çin,Pekin,Elektronik,Telefon,7,973,12.5,Kurumsal
2023-09-23,Afrika,Mısır,Kahire,Giyim,Ceket,16,4512,15.17,KOBİ
2023-09-15,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Tablet,11,3377,12.35,Kurumsal
2023-06-08,Afrika,Nijerya,Lagos,Elektronik,Laptop,19,6935,11.01,Bireysel
2023-04-17,Afrika,Nijerya,Lagos,Giyim,Ayakkabı,20,1800,17.86,Kurumsal
2023-01-20,Güney Amerika,Şili,Santiago,Elektronik,Telefon,6,1032,7.31,Kurumsal
2023-04-09,Asya,Japonya,Tokyo,Mobilya,Dolap,19,4655,26.68,Bireysel
2023-01-17,Avrupa,Almanya,Berlin,Mobilya,Kitaplık,13,4901,21.86,Kurumsal
2023-09-21,Avrupa,Fransa,Paris,Elektronik,Laptop,2,484,10.32,Bireysel
2023-01-24,Kuzey Amerika,Meksika,Mexico City,Giyim,Pantolon,3,1368,8.6,Kurumsal
2023-12-14,Avrupa,Fransa,Paris,Elektronik,Tablet,12,3576,6.87,KOBİ
2023-12-30,Afrika,Güney Afrika,Cape Town,Giyim,Tişört,7,3045,22.25,KOBİ
2023-10-11,Afrika,Nijerya,Lagos,Giyim,Ayakkabı,20,2420,24.65,KOBİ
2023-01-26,Asya,Japonya,Tokyo,Elektronik,Kulaklık,8,2960,6.09,KOBİ
2023-01-21,Asya,Japonya,Tokyo,Mobilya,Sandalye,18,1080,20.44,KOBİ
2023-01-22,Kuzey Amerika,Meksika,Mexico City,Elektronik,Tablet,1,192,11.23,Bireysel
2023-02-17,Kuzey Amerika,Meksika,Mexico City,Mobilya,Dolap,6,1056,9.94,KOBİ
2023-06-16,Kuzey Amerika,Meksika,Mexico City,Mobilya,Sandalye,9,1908,14.75,Bireysel
2023-03-13,Asya,Japonya,Tokyo,Mobilya,Dolap,12,3384,7.3,KOBİ
2023-12-27,Asya,Hindistan,Mumbai,Mobilya,Dolap,12,3912,21.19,Bireysel
2023-11-04,Avrupa,İngiltere,Londra,Elektronik,Telefon,4,612,28.07,Kurumsal
